Robot Gesture ID,Gesture Type,"Gesture Coordinates (x, y, z)",Timestamp,Gesture Duration (sec),Robot Status,Message ID,Sender,Receiver,Encryption Algorithm Used,Encryption Status,Network Latency (ms),Data Transfer Rate (Mbps),Threat Type,Threat Severity,Response Time (sec),Response Action Taken,Threat Detected
1,Diagnosis,"(1.86, 1.92, 0.11)",2025-02-14 16:32:27,3.42,Idle,94736,Robot,Operator,Two Fish,Failed,9,87,No Threat,High,0.0,None,0
9,Incision,"(1.44, 0.54, 0.41)",2025-02-14 16:32:27,3.73,Idle,98021,Robot,Operator,Two Fish,Failed,15,81,Man-in-the-Middle Attack,Low,3.82,Reset Encryption,1
5,Suturing,"(0.24, 0.58, 0.12)",2025-02-14 16:32:27,2.49,Active,65873,Operator,Robot,Two Fish,Encrypted,9,83,No Threat,Medium,0.0,None,0
9,Navigation,"(1.15, 1.25, 1.73)",2025-02-14 16:32:27,4.51,Active,18479,Operator,Robot,Two Fish,Failed,6,73,DoS Attack,Low,1.8,Isolate Data,1
2,Suturing,"(0.33, 1.77, 1.71)",2025-02-14 16:32:27,2.03,Idle,25682,Operator,Robot,Two Fish,Encrypted,13,78,Man-in-the-Middle Attack,High,3.55,Isolate Data,1
7,Cleaning,"(0.84, 0.17, 1.84)",2025-02-14 16:32:27,2.84,Active,87085,Operator,Robot,Two Fish,Encrypted,14,95,Man-in-the-Middle Attack,High,4.78,Reconnect Connection,1
7,Suturing,"(1.13, 1.02, 1.05)",2025-02-14 16:32:27,2.64,Active,20841,Operator,Robot,Two Fish,Failed,19,10,DoS Attack,Low,1.64,Isolate Data,1
3,Suturing,"(0.93, 1.57, 1.33)",2025-02-14 16:32:27,4.38,Active,77792,Operator,Robot,Two Fish,Encrypted,18,48,Man-in-the-Middle Attack,Medium,2.55,Reset Encryption,1
7,Diagnosis,"(1.13, 1.86, 1.5)",2025-02-14 16:32:27,2.6,Active,86459,Robot,Operator,Two Fish,Failed,10,46,DoS Attack,High,1.48,Isolate Data,1
4,Suturing,"(0.88, 1.32, 1.0)",2025-02-14 16:32:27,4.59,Idle,15504,Robot,Operator,Two Fish,Failed,9,70,DoS Attack,High,4.62,Reconnect Connection,1
7,Diagnosis,"(1.69, 0.8, 0.86)",2025-02-14 16:32:27,4.25,Active,34632,Operator,Robot,Two Fish,Failed,11,28,Man-in-the-Middle Attack,High,3.35,Reset Encryption,1
6,Diagnosis,"(1.66, 0.98, 0.21)",2025-02-14 16:32:27,4.05,Active,86678,Operator,Robot,Two Fish,Failed,20,33,Man-in-the-Middle Attack,Medium,1.63,Reconnect Connection,1
7,Cleaning,"(0.97, 1.22, 0.23)",2025-02-14 16:32:27,4.07,Idle,34662,Operator,Robot,Two Fish,Encrypted,6,40,Data Breach,Low,4.04,Isolate Data,1
5,Navigation,"(1.66, 0.43, 1.13)",2025-02-14 16:32:27,1.62,Active,45988,Operator,Robot,Two Fish,Failed,8,11,DoS Attack,High,3.96,Reset Encryption,1
10,Diagnosis,"(0.8, 0.27, 0.9)",2025-02-14 16:32:27,2.09,Idle,21059,Operator,Robot,Two Fish,Failed,7,60,Man-in-the-Middle Attack,High,3.99,Reconnect Connection,1
5,Incision,"(1.61, 1.49, 1.75)",2025-02-14 16:32:27,2.3,Active,31163,Robot,Operator,Two Fish,Encrypted,8,49,No Threat,Medium,0.0,None,0
1,Incision,"(1.2, 1.89, 1.56)",2025-02-14 16:32:27,3.48,Idle,72188,Robot,Operator,Two Fish,Failed,20,76,Data Breach,Low,2.14,Isolate Data,1
9,Incision,"(1.08, 0.42, 0.9)",2025-02-14 16:32:27,4.5,Idle,58430,Robot,Operator,Two Fish,Encrypted,9,21,No Threat,High,0.0,None,0
8,Incision,"(0.99, 1.92, 1.06)",2025-02-14 16:32:27,2.5,Idle,28083,Robot,Operator,Two Fish,Failed,19,93,Man-in-the-Middle Attack,High,2.77,Reset Encryption,1
8,Diagnosis,"(1.85, 0.07, 1.51)",2025-02-14 16:32:27,2.16,Idle,39380,Operator,Robot,Two Fish,Failed,9,18,DoS Attack,Medium,1.99,Reset Encryption,1
1,Suturing,"(0.62, 0.04, 0.02)",2025-02-14 16:32:27,4.37,Idle,88461,Operator,Robot,Two Fish,Failed,12,23,No Threat,Low,0.0,None,0
6,Navigation,"(1.95, 0.19, 1.99)",2025-02-14 16:32:27,1.45,Idle,52615,Operator,Robot,Two Fish,Encrypted,9,20,Man-in-the-Middle Attack,High,4.59,Reset Encryption,1
6,Cleaning,"(1.13, 0.32, 0.09)",2025-02-14 16:32:27,1.95,Idle,57538,Operator,Robot,Two Fish,Failed,18,35,Man-in-the-Middle Attack,Low,1.06,Reconnect Connection,1
2,Diagnosis,"(1.03, 1.52, 0.09)",2025-02-14 16:32:27,4.84,Idle,90882,Robot,Operator,Two Fish,Failed,12,20,DoS Attack,High,3.21,Reset Encryption,1
2,Cleaning,"(1.17, 1.4, 0.98)",2025-02-14 16:32:27,3.56,Idle,19122,Robot,Operator,Two Fish,Encrypted,8,93,Data Breach,High,3.15,Reconnect Connection,1
8,Diagnosis,"(1.41, 0.79, 0.7)",2025-02-14 16:32:27,1.3,Idle,78694,Robot,Operator,Two Fish,Failed,5,96,No Threat,Low,0.0,None,0
5,Incision,"(0.44, 0.29, 0.63)",2025-02-14 16:32:27,2.79,Active,68441,Robot,Operator,Two Fish,Failed,16,69,Data Breach,High,4.87,Reset Encryption,1
5,Suturing,"(0.25, 0.95, 1.51)",2025-02-14 16:32:27,1.19,Idle,91630,Robot,Operator,Two Fish,Encrypted,12,61,Data Breach,Low,4.45,Isolate Data,1
10,Incision,"(1.92, 0.32, 1.35)",2025-02-14 16:32:27,4.45,Idle,82121,Operator,Robot,Two Fish,Failed,12,98,Data Breach,Low,1.67,Reconnect Connection,1
7,Diagnosis,"(1.96, 1.65, 1.53)",2025-02-14 16:32:27,3.23,Active,34305,Robot,Operator,Two Fish,Failed,15,99,No Threat,Medium,0.0,None,0
5,Diagnosis,"(1.1, 0.2, 1.21)",2025-02-14 16:32:27,1.24,Idle,21520,Operator,Robot,Two Fish,Encrypted,14,24,No Threat,High,0.0,None,0
8,Suturing,"(1.53, 0.18, 1.35)",2025-02-14 16:32:27,4.75,Idle,53455,Operator,Robot,Two Fish,Encrypted,12,22,Man-in-the-Middle Attack,Low,4.55,Reset Encryption,1
7,Cleaning,"(1.69, 0.64, 0.09)",2025-02-14 16:32:27,2.73,Active,18130,Robot,Operator,Two Fish,Failed,6,92,Man-in-the-Middle Attack,High,4.99,Reconnect Connection,1
4,Diagnosis,"(1.47, 0.3, 0.3)",2025-02-14 16:32:27,4.29,Active,45512,Robot,Operator,Two Fish,Failed,11,13,DoS Attack,Low,3.24,Reconnect Connection,1
4,Diagnosis,"(0.08, 1.65, 1.36)",2025-02-14 16:32:27,4.19,Active,61949,Operator,Robot,Two Fish,Failed,7,81,Man-in-the-Middle Attack,High,2.13,Isolate Data,1
4,Cleaning,"(1.68, 0.16, 0.4)",2025-02-14 16:32:27,2.08,Active,30989,Robot,Operator,Two Fish,Failed,16,16,No Threat,Medium,0.0,None,0
10,Suturing,"(0.32, 1.55, 0.23)",2025-02-14 16:32:27,1.4,Idle,21227,Operator,Robot,Two Fish,Encrypted,18,60,DoS Attack,Medium,3.37,Reconnect Connection,1
9,Cleaning,"(1.52, 1.92, 1.02)",2025-02-14 16:32:27,2.35,Idle,18268,Robot,Operator,Two Fish,Failed,8,54,DoS Attack,High,3.21,Reconnect Connection,1
10,Cleaning,"(0.08, 0.5, 0.79)",2025-02-14 16:32:27,1.56,Idle,90934,Operator,Robot,Two Fish,Failed,13,59,Man-in-the-Middle Attack,High,1.04,Isolate Data,1
5,Cleaning,"(0.52, 1.57, 0.6)",2025-02-14 16:32:27,1.84,Idle,20618,Robot,Operator,Two Fish,Failed,12,96,Data Breach,High,3.65,Isolate Data,1
7,Diagnosis,"(0.36, 0.46, 0.45)",2025-02-14 16:32:27,1.82,Active,92076,Operator,Robot,Two Fish,Encrypted,7,62,Man-in-the-Middle Attack,High,4.15,Reconnect Connection,1
10,Navigation,"(1.45, 0.27, 0.82)",2025-02-14 16:32:27,1.47,Active,17627,Operator,Robot,Two Fish,Failed,20,75,No Threat,Medium,0.0,None,0
8,Incision,"(0.69, 0.99, 0.32)",2025-02-14 16:32:27,4.0,Idle,82549,Operator,Robot,Two Fish,Failed,13,75,No Threat,Medium,0.0,None,0
5,Cleaning,"(1.67, 0.82, 0.51)",2025-02-14 16:32:27,1.44,Idle,11889,Operator,Robot,Two Fish,Failed,9,46,No Threat,Low,0.0,None,0
9,Navigation,"(0.2, 0.4, 0.05)",2025-02-14 16:32:27,1.24,Active,88593,Operator,Robot,Two Fish,Encrypted,5,40,Man-in-the-Middle Attack,Medium,3.63,Reconnect Connection,1
6,Incision,"(0.32, 1.73, 0.06)",2025-02-14 16:32:27,3.98,Idle,55429,Robot,Operator,Two Fish,Encrypted,12,91,DoS Attack,Medium,2.28,Reconnect Connection,1
2,Suturing,"(0.59, 0.79, 0.62)",2025-02-14 16:32:27,2.41,Active,22840,Operator,Robot,Two Fish,Encrypted,14,14,No Threat,High,0.0,None,0
10,Incision,"(1.63, 1.34, 1.0)",2025-02-14 16:32:27,4.88,Active,66235,Operator,Robot,Two Fish,Encrypted,5,60,No Threat,Medium,0.0,None,0
6,Cleaning,"(1.79, 0.45, 1.65)",2025-02-14 16:32:27,4.41,Idle,29782,Operator,Robot,Two Fish,Failed,9,31,Data Breach,Low,2.28,Reconnect Connection,1
5,Diagnosis,"(0.99, 1.16, 0.8)",2025-02-14 16:32:27,2.97,Idle,88874,Robot,Operator,Two Fish,Encrypted,16,35,No Threat,Medium,0.0,None,0
1,Diagnosis,"(0.17, 1.11, 1.37)",2025-02-14 16:32:27,2.89,Idle,45274,Operator,Robot,Two Fish,Failed,9,44,Man-in-the-Middle Attack,Low,1.26,Isolate Data,1
2,Navigation,"(0.36, 0.54, 0.53)",2025-02-14 16:32:27,4.86,Active,26875,Robot,Operator,Two Fish,Encrypted,8,48,Man-in-the-Middle Attack,High,2.2,Isolate Data,1
10,Diagnosis,"(1.05, 1.15, 1.18)",2025-02-14 16:32:27,4.06,Idle,29193,Operator,Robot,Two Fish,Encrypted,5,74,Man-in-the-Middle Attack,High,4.26,Reconnect Connection,1
4,Cleaning,"(0.55, 0.93, 0.85)",2025-02-14 16:32:27,2.55,Idle,21167,Robot,Operator,Two Fish,Failed,10,85,No Threat,Medium,0.0,None,0
1,Cleaning,"(1.77, 0.48, 0.81)",2025-02-14 16:32:27,2.78,Idle,97721,Operator,Robot,Two Fish,Encrypted,14,72,Data Breach,Medium,4.16,Reconnect Connection,1
9,Suturing,"(0.06, 0.99, 0.84)",2025-02-14 16:32:27,3.6,Active,88441,Operator,Robot,Two Fish,Failed,9,16,DoS Attack,Medium,4.13,Reconnect Connection,1
3,Diagnosis,"(1.56, 1.2, 1.44)",2025-02-14 16:32:27,1.2,Active,19976,Operator,Robot,Two Fish,Failed,8,89,No Threat,Low,0.0,None,0
10,Navigation,"(1.49, 1.35, 1.24)",2025-02-14 16:32:27,3.48,Idle,66750,Operator,Robot,Two Fish,Failed,9,59,Data Breach,Medium,2.97,Reconnect Connection,1
9,Diagnosis,"(0.71, 0.63, 0.96)",2025-02-14 16:32:27,4.54,Idle,77173,Operator,Robot,Two Fish,Failed,14,40,No Threat,Low,0.0,None,0
3,Suturing,"(0.67, 1.81, 0.87)",2025-02-14 16:32:27,1.77,Idle,31180,Robot,Operator,Two Fish,Failed,10,29,No Threat,Low,0.0,None,0
1,Diagnosis,"(0.35, 1.71, 1.29)",2025-02-14 16:32:27,4.42,Active,42652,Operator,Robot,Two Fish,Failed,16,30,No Threat,Low,0.0,None,0
6,Diagnosis,"(1.68, 1.58, 1.12)",2025-02-14 16:32:27,4.82,Idle,94644,Robot,Operator,Two Fish,Encrypted,9,59,No Threat,Low,0.0,None,0
7,Incision,"(0.1, 1.89, 1.55)",2025-02-14 16:32:27,1.34,Idle,38777,Operator,Robot,Two Fish,Encrypted,16,71,Data Breach,Medium,1.94,Reconnect Connection,1
7,Navigation,"(1.71, 0.61, 0.33)",2025-02-14 16:32:27,1.79,Idle,16825,Robot,Operator,Two Fish,Failed,20,20,Man-in-the-Middle Attack,Low,4.76,Reset Encryption,1
5,Diagnosis,"(0.99, 1.18, 1.68)",2025-02-14 16:32:27,4.58,Idle,60003,Operator,Robot,Two Fish,Encrypted,20,37,Data Breach,Low,2.22,Reconnect Connection,1
2,Navigation,"(0.42, 1.36, 1.33)",2025-02-14 16:32:27,4.19,Idle,27929,Operator,Robot,Two Fish,Failed,16,71,Data Breach,Medium,3.6,Reconnect Connection,1
5,Diagnosis,"(1.46, 0.54, 1.01)",2025-02-14 16:32:27,3.03,Idle,11695,Operator,Robot,Two Fish,Failed,18,47,DoS Attack,Medium,2.15,Isolate Data,1
1,Cleaning,"(1.84, 1.51, 0.11)",2025-02-14 16:32:27,2.37,Active,56714,Robot,Operator,Two Fish,Failed,14,43,No Threat,Medium,0.0,None,0
2,Diagnosis,"(1.77, 0.22, 1.0)",2025-02-14 16:32:27,3.21,Idle,67508,Robot,Operator,Two Fish,Failed,9,70,Man-in-the-Middle Attack,Low,3.94,Reconnect Connection,1
5,Cleaning,"(1.14, 1.88, 0.96)",2025-02-14 16:32:27,4.5,Active,73980,Robot,Operator,Two Fish,Failed,15,83,Man-in-the-Middle Attack,High,1.49,Isolate Data,1
2,Cleaning,"(1.29, 2.0, 0.16)",2025-02-14 16:32:27,1.01,Active,15268,Operator,Robot,Two Fish,Failed,16,92,DoS Attack,Low,1.73,Isolate Data,1
8,Suturing,"(1.37, 0.76, 1.69)",2025-02-14 16:32:27,1.01,Active,81872,Robot,Operator,Two Fish,Failed,11,76,Man-in-the-Middle Attack,Low,4.98,Isolate Data,1
8,Cleaning,"(1.49, 1.33, 1.87)",2025-02-14 16:32:27,4.92,Idle,56370,Operator,Robot,Two Fish,Failed,5,13,Data Breach,Low,1.76,Isolate Data,1
7,Suturing,"(0.84, 1.08, 1.44)",2025-02-14 16:32:27,2.6,Idle,14014,Robot,Operator,Two Fish,Failed,12,32,Man-in-the-Middle Attack,Low,1.57,Reset Encryption,1
3,Suturing,"(0.82, 0.25, 0.45)",2025-02-14 16:32:27,1.78,Active,22241,Operator,Robot,Two Fish,Encrypted,9,19,DoS Attack,High,3.78,Reset Encryption,1
4,Cleaning,"(1.72, 1.18, 1.16)",2025-02-14 16:32:27,4.21,Idle,15505,Operator,Robot,Two Fish,Failed,8,36,DoS Attack,High,1.93,Reset Encryption,1
10,Navigation,"(0.84, 0.05, 1.88)",2025-02-14 16:32:27,3.15,Idle,97675,Robot,Operator,Two Fish,Failed,17,48,No Threat,Low,0.0,None,0
1,Diagnosis,"(0.52, 1.27, 1.24)",2025-02-14 16:32:27,2.37,Active,44901,Robot,Operator,Two Fish,Encrypted,16,13,DoS Attack,Medium,2.81,Reset Encryption,1
1,Diagnosis,"(0.96, 0.78, 0.25)",2025-02-14 16:32:27,2.96,Active,27136,Robot,Operator,Two Fish,Encrypted,13,58,DoS Attack,Low,4.72,Reconnect Connection,1
8,Suturing,"(0.22, 0.69, 0.4)",2025-02-14 16:32:27,1.4,Active,19844,Operator,Robot,Two Fish,Encrypted,8,37,DoS Attack,High,1.2,Isolate Data,1
1,Navigation,"(0.15, 1.66, 0.64)",2025-02-14 16:32:27,1.66,Idle,46481,Robot,Operator,Two Fish,Encrypted,12,76,Data Breach,Medium,1.43,Isolate Data,1
7,Incision,"(1.38, 0.7, 1.54)",2025-02-14 16:32:27,4.9,Active,76907,Operator,Robot,Two Fish,Encrypted,7,88,Man-in-the-Middle Attack,Medium,1.84,Isolate Data,1
4,Incision,"(0.07, 1.13, 1.08)",2025-02-14 16:32:27,2.89,Active,77281,Operator,Robot,Two Fish,Encrypted,11,27,DoS Attack,Medium,1.7,Reset Encryption,1
9,Suturing,"(1.56, 0.65, 1.96)",2025-02-14 16:32:27,3.3,Active,19442,Operator,Robot,Two Fish,Failed,10,81,DoS Attack,Medium,3.23,Reconnect Connection,1
2,Incision,"(1.46, 0.99, 1.42)",2025-02-14 16:32:27,3.99,Idle,67362,Operator,Robot,Two Fish,Encrypted,12,79,DoS Attack,Low,3.16,Reset Encryption,1
2,Diagnosis,"(0.69, 1.01, 0.07)",2025-02-14 16:32:27,3.99,Active,18095,Operator,Robot,Two Fish,Failed,15,22,DoS Attack,High,3.05,Reconnect Connection,1
5,Cleaning,"(1.62, 1.71, 1.94)",2025-02-14 16:32:27,2.65,Active,48230,Robot,Operator,Two Fish,Failed,7,41,Man-in-the-Middle Attack,Low,4.59,Reset Encryption,1
9,Cleaning,"(1.86, 1.35, 1.2)",2025-02-14 16:32:27,3.85,Idle,40307,Operator,Robot,Two Fish,Encrypted,13,18,DoS Attack,High,2.44,Reset Encryption,1
9,Navigation,"(1.45, 1.79, 1.51)",2025-02-14 16:32:27,4.03,Idle,79961,Robot,Operator,Two Fish,Failed,12,52,Data Breach,Medium,1.69,Isolate Data,1
8,Incision,"(1.4, 0.06, 1.12)",2025-02-14 16:32:27,4.83,Idle,70462,Operator,Robot,Two Fish,Encrypted,20,72,Man-in-the-Middle Attack,High,3.21,Isolate Data,1
10,Suturing,"(0.85, 0.81, 0.26)",2025-02-14 16:32:27,1.97,Active,44518,Operator,Robot,Two Fish,Encrypted,15,89,Man-in-the-Middle Attack,Medium,1.19,Reset Encryption,1
3,Diagnosis,"(1.83, 1.39, 1.01)",2025-02-14 16:32:27,2.34,Active,21125,Operator,Robot,Two Fish,Encrypted,17,49,No Threat,High,0.0,None,0
3,Suturing,"(1.86, 1.12, 0.07)",2025-02-14 16:32:27,3.84,Idle,65492,Operator,Robot,Two Fish,Encrypted,19,93,Data Breach,Low,4.65,Isolate Data,1
7,Navigation,"(0.83, 0.86, 1.28)",2025-02-14 16:32:27,3.89,Idle,22631,Operator,Robot,Two Fish,Encrypted,14,61,No Threat,High,0.0,None,0
6,Cleaning,"(1.44, 1.43, 1.38)",2025-02-14 16:32:27,4.65,Idle,83716,Operator,Robot,Two Fish,Failed,18,84,No Threat,Low,0.0,None,0
10,Diagnosis,"(1.04, 1.59, 0.35)",2025-02-14 16:32:27,1.14,Active,28042,Robot,Operator,Two Fish,Failed,11,15,DoS Attack,High,1.92,Reset Encryption,1
1,Cleaning,"(0.32, 0.79, 0.66)",2025-02-14 16:32:27,1.62,Idle,28806,Robot,Operator,Two Fish,Encrypted,14,95,Data Breach,Low,4.49,Reset Encryption,1
9,Diagnosis,"(0.67, 1.61, 0.33)",2025-02-14 16:32:27,3.79,Active,37369,Operator,Robot,Two Fish,Failed,12,19,Data Breach,High,1.15,Reconnect Connection,1
3,Cleaning,"(1.79, 0.51, 0.15)",2025-02-14 16:32:27,3.89,Idle,45172,Robot,Operator,Two Fish,Encrypted,15,59,No Threat,Medium,0.0,None,0
3,Incision,"(0.3, 1.18, 0.03)",2025-02-14 16:32:27,4.61,Idle,43767,Operator,Robot,Two Fish,Encrypted,16,45,DoS Attack,Medium,3.83,Isolate Data,1
5,Diagnosis,"(0.25, 1.58, 0.82)",2025-02-14 16:32:27,1.62,Active,57699,Operator,Robot,Two Fish,Encrypted,17,72,Data Breach,Medium,2.61,Isolate Data,1
1,Cleaning,"(0.48, 1.07, 1.99)",2025-02-14 16:32:27,2.43,Idle,54704,Operator,Robot,Two Fish,Failed,5,36,Data Breach,Low,2.84,Reset Encryption,1
6,Diagnosis,"(1.7, 1.46, 0.37)",2025-02-14 16:32:27,4.43,Idle,38149,Robot,Operator,Two Fish,Failed,12,82,Man-in-the-Middle Attack,High,2.72,Isolate Data,1
6,Incision,"(0.34, 0.84, 1.69)",2025-02-14 16:32:27,1.0,Idle,63739,Robot,Operator,Two Fish,Encrypted,10,49,Man-in-the-Middle Attack,Medium,4.47,Isolate Data,1
1,Navigation,"(0.93, 0.22, 0.85)",2025-02-14 16:32:27,4.9,Active,55416,Operator,Robot,Two Fish,Failed,15,16,Data Breach,Low,4.78,Reconnect Connection,1
5,Suturing,"(0.96, 0.45, 1.51)",2025-02-14 16:32:27,3.77,Active,77797,Operator,Robot,Two Fish,Encrypted,16,53,DoS Attack,High,1.93,Reset Encryption,1
4,Suturing,"(0.6, 1.21, 0.08)",2025-02-14 16:32:27,2.46,Idle,62436,Robot,Operator,Two Fish,Failed,18,93,Data Breach,Medium,4.86,Reset Encryption,1
5,Diagnosis,"(1.02, 1.92, 1.13)",2025-02-14 16:32:27,4.37,Idle,98728,Robot,Operator,Two Fish,Encrypted,11,88,Man-in-the-Middle Attack,Low,1.51,Isolate Data,1
10,Diagnosis,"(1.21, 0.44, 1.88)",2025-02-14 16:32:27,2.36,Active,85811,Robot,Operator,Two Fish,Encrypted,18,37,No Threat,Medium,0.0,None,0
6,Suturing,"(1.97, 1.93, 1.45)",2025-02-14 16:32:27,2.16,Active,71440,Operator,Robot,Two Fish,Encrypted,19,95,DoS Attack,High,4.45,Reconnect Connection,1
3,Incision,"(0.89, 0.29, 0.99)",2025-02-14 16:32:27,2.56,Active,38322,Robot,Operator,Two Fish,Failed,7,83,DoS Attack,High,3.02,Isolate Data,1
1,Cleaning,"(0.77, 1.04, 0.95)",2025-02-14 16:32:27,1.04,Idle,47502,Robot,Operator,Two Fish,Encrypted,19,30,Man-in-the-Middle Attack,High,2.23,Isolate Data,1
8,Incision,"(0.52, 1.4, 1.29)",2025-02-14 16:32:27,3.84,Idle,55898,Robot,Operator,Two Fish,Failed,8,57,DoS Attack,Low,2.49,Isolate Data,1
9,Cleaning,"(1.12, 0.55, 0.12)",2025-02-14 16:32:27,3.09,Active,68579,Operator,Robot,Two Fish,Failed,6,76,Data Breach,Medium,3.64,Reset Encryption,1
1,Diagnosis,"(1.53, 1.72, 0.4)",2025-02-14 16:32:27,4.13,Idle,38188,Operator,Robot,Two Fish,Failed,7,68,Man-in-the-Middle Attack,High,1.82,Reset Encryption,1
2,Incision,"(1.72, 0.11, 1.7)",2025-02-14 16:32:27,1.14,Idle,78266,Robot,Operator,Two Fish,Failed,19,28,DoS Attack,High,4.93,Reconnect Connection,1
7,Navigation,"(0.42, 0.97, 0.14)",2025-02-14 16:32:27,2.03,Idle,91603,Operator,Robot,Two Fish,Failed,8,56,No Threat,Low,0.0,None,0
7,Suturing,"(0.49, 1.19, 1.87)",2025-02-14 16:32:27,1.14,Active,31223,Operator,Robot,Two Fish,Failed,19,79,No Threat,Medium,0.0,None,0
8,Diagnosis,"(1.23, 0.72, 1.26)",2025-02-14 16:32:27,1.06,Idle,18292,Operator,Robot,Two Fish,Failed,16,39,Data Breach,Low,4.68,Reset Encryption,1
1,Suturing,"(0.91, 0.34, 0.05)",2025-02-14 16:32:27,1.37,Active,15200,Robot,Operator,Two Fish,Encrypted,5,88,No Threat,High,0.0,None,0
2,Incision,"(1.08, 1.99, 1.47)",2025-02-14 16:32:27,3.39,Idle,28066,Robot,Operator,Two Fish,Encrypted,20,64,DoS Attack,High,1.39,Isolate Data,1
4,Suturing,"(1.55, 1.68, 1.01)",2025-02-14 16:32:27,1.92,Idle,45820,Robot,Operator,Two Fish,Failed,19,73,No Threat,High,0.0,None,0
6,Suturing,"(0.37, 1.59, 0.89)",2025-02-14 16:32:27,1.44,Active,15892,Robot,Operator,Two Fish,Failed,18,35,Data Breach,High,1.74,Reset Encryption,1
7,Navigation,"(0.36, 0.57, 1.38)",2025-02-14 16:32:27,1.36,Idle,20075,Robot,Operator,Two Fish,Failed,13,85,Data Breach,Medium,2.54,Reset Encryption,1
8,Diagnosis,"(0.98, 0.04, 0.93)",2025-02-14 16:32:27,3.13,Idle,28867,Operator,Robot,Two Fish,Failed,13,85,Man-in-the-Middle Attack,Medium,3.96,Reconnect Connection,1
6,Navigation,"(1.36, 1.68, 1.08)",2025-02-14 16:32:27,4.58,Active,17486,Operator,Robot,Two Fish,Failed,16,10,No Threat,Low,0.0,None,0
9,Navigation,"(1.61, 0.87, 0.32)",2025-02-14 16:32:27,1.63,Active,24416,Operator,Robot,Two Fish,Encrypted,14,27,DoS Attack,High,4.81,Reconnect Connection,1
2,Cleaning,"(1.29, 0.4, 0.67)",2025-02-14 16:32:27,1.36,Active,66236,Robot,Operator,Two Fish,Failed,19,24,Man-in-the-Middle Attack,Low,1.78,Isolate Data,1
6,Suturing,"(0.38, 1.69, 1.82)",2025-02-14 16:32:27,4.41,Active,55126,Operator,Robot,Two Fish,Encrypted,18,92,DoS Attack,High,1.57,Reconnect Connection,1
2,Cleaning,"(1.48, 0.62, 0.88)",2025-02-14 16:32:27,1.65,Active,36059,Robot,Operator,Two Fish,Failed,8,16,No Threat,High,0.0,None,0
1,Suturing,"(1.8, 1.63, 1.18)",2025-02-14 16:32:27,2.84,Idle,44081,Robot,Operator,Two Fish,Failed,9,13,Man-in-the-Middle Attack,High,2.7,Reset Encryption,1
2,Incision,"(1.32, 0.99, 0.38)",2025-02-14 16:32:27,4.27,Active,41007,Robot,Operator,Two Fish,Encrypted,7,52,Man-in-the-Middle Attack,High,2.36,Isolate Data,1
2,Suturing,"(1.39, 1.35, 1.82)",2025-02-14 16:32:27,3.59,Idle,96635,Operator,Robot,Two Fish,Failed,16,31,No Threat,High,0.0,None,0
4,Diagnosis,"(1.2, 0.18, 1.74)",2025-02-14 16:32:27,3.02,Active,25289,Robot,Operator,Two Fish,Failed,12,89,DoS Attack,High,4.15,Reconnect Connection,1
10,Incision,"(0.63, 0.82, 0.5)",2025-02-14 16:32:27,2.21,Idle,54908,Operator,Robot,Two Fish,Failed,12,31,Man-in-the-Middle Attack,High,1.23,Reset Encryption,1
8,Navigation,"(0.4, 1.59, 1.47)",2025-02-14 16:32:27,3.73,Active,12271,Operator,Robot,Two Fish,Encrypted,17,34,No Threat,High,0.0,None,0
9,Cleaning,"(1.88, 0.35, 0.47)",2025-02-14 16:32:27,3.27,Idle,43099,Robot,Operator,Two Fish,Failed,13,41,Man-in-the-Middle Attack,Low,3.02,Reset Encryption,1
7,Cleaning,"(0.69, 0.21, 1.84)",2025-02-14 16:32:27,1.55,Active,33100,Robot,Operator,Two Fish,Failed,9,51,Data Breach,High,4.87,Isolate Data,1
8,Diagnosis,"(0.6, 0.84, 1.81)",2025-02-14 16:32:27,3.49,Active,82708,Operator,Robot,Two Fish,Failed,9,67,DoS Attack,Medium,1.3,Isolate Data,1
8,Navigation,"(1.33, 0.84, 1.63)",2025-02-14 16:32:27,2.66,Idle,35972,Operator,Robot,Two Fish,Failed,20,20,DoS Attack,Low,3.02,Reset Encryption,1
6,Diagnosis,"(1.45, 1.63, 1.57)",2025-02-14 16:32:27,4.83,Idle,15046,Operator,Robot,Two Fish,Failed,8,71,No Threat,Low,0.0,None,0
9,Diagnosis,"(0.82, 1.38, 1.82)",2025-02-14 16:32:27,3.93,Idle,92468,Operator,Robot,Two Fish,Encrypted,13,21,Man-in-the-Middle Attack,Low,4.34,Reset Encryption,1
8,Cleaning,"(0.46, 1.65, 0.66)",2025-02-14 16:32:27,1.89,Idle,77301,Operator,Robot,Two Fish,Failed,8,59,Data Breach,Medium,2.07,Reset Encryption,1
2,Suturing,"(0.71, 0.02, 1.83)",2025-02-14 16:32:27,3.02,Active,10553,Robot,Operator,Two Fish,Encrypted,8,71,Man-in-the-Middle Attack,Low,1.26,Reconnect Connection,1
1,Cleaning,"(0.63, 0.02, 1.53)",2025-02-14 16:32:27,2.47,Active,65503,Robot,Operator,Two Fish,Encrypted,20,41,No Threat,Low,0.0,None,0
9,Navigation,"(1.84, 0.23, 0.97)",2025-02-14 16:32:27,4.49,Active,98532,Operator,Robot,Two Fish,Failed,6,13,Man-in-the-Middle Attack,Medium,4.7,Isolate Data,1
